gene_id,Old-1,Old-2,Old-3,Young-1,Young-2,Young-3
MRPL36,0,123,0,236,239,164
LOC101929003,0,6,23,1,0,0
MIR4277,0,0,0,0,0,0
LOC105374614,301,247,170,210,3,1
LOC112267946,0,0,0,0,0,0
LOC124901187,2,1,2,0,2,0
LOC100132773,0,0,0,0,0,0
PDCD6P1,461,403,777,346,380,297
SDHAP3,0,41,2,6,0,0
LOC107986397,0,0,0,0,0,0
LOC124901161,0,0,0,0,0,0
MIR6075,0,0,0,0,0,0
LOC124901162,0,0,0,0,0,0
MIR4457,0,0,0,0,0,0
TERT,0,1,0,0,0,0
SLC6A18,0,0,0,0,0,0
SLC6A19,0,0,0,0,0,0
TERLR1,0,0,0,0,0,0
LOC124900189,0,0,0,0,0,0
LOC124900932,0,0,0,0,0,0
LOC124900931,0,1,0,0,0,0
TRIP13,199,42,308,493,12,248
BRD9,390,365,800,387,118,348
SPCS2P3,0,1,0,0,0,0
ZDHHC11,0,0,0,0,3,1
BRD9P2,0,0,0,0,0,0
ZDHHC11B,79,62,138,127,64,0
LOC101929898,0,31,0,0,0,0
TPPP,0,9,0,102,2,0
LOC107986395,0,0,0,0,0,0
SLC9A3-AS1,0,0,4,7,0,0
PP7080,0,0,0,0,0,0
LOC124900930,0,0,0,0,0,0
EXOC3,90,277,703,1187,274,0
EXOC3-AS1,201,0,0,0,0,0
LOC100310782,0,0,0,0,0,0
AHRR,0,0,0,0,1,0
LOC100421419,18,50,11,1,13,3
PDCD6,655,530,829,353,559,875
PDCD6-AHRR,0,0,0,0,0,0
PDCD6-DT,0,0,0,0,0,0
SDHA,99,3,200,651,2,3
CCDC127,1197,1115,1864,2464,816,1029
LOC124900929,0,0,0,0,0,0
LRRC14B,0,0,0,0,1,0
PLEKHG4B,60,241,38,34,1,57
LOC100128803,0,0,0,0,0,0
LOC105374602,0,0,0,0,0,0
LOC124900928,0,0,0,0,0,0
ANKRD20A12P,3,15,6,5,13,34
SNX18P16,0,0,0,0,0,0
LOC124900509,0,0,0,0,0,0
SNX18P15,0,0,0,0,0,0
RPL23AP84,0,0,0,0,0,0
DUX4,0,0,0,0,0,0
LOC107986338,0,0,0,0,0,0
DUX4L2,0,0,0,0,0,0
DUX4L3,0,0,0,0,0,0
DUX4L1,0,0,0,0,0,0
DUX4L4,0,0,0,0,0,0
DUX4L5,0,0,0,0,0,0
DUX4L6,0,0,0,0,0,0
DUX4L7,0,0,0,0,0,0
DUX4L8,0,0,0,0,0,0
DBET,0,0,0,0,0,0
CLUHP4,0,0,0,0,0,0
AGGF1P1,0,0,0,0,0,0
LOC124900882,0,0,0,0,0,0
LOC124900838,0,0,0,0,0,0
LOC105377613,0,0,0,0,0,0
LOC105377612,0,0,0,0,0,0
LOC105377611,0,0,0,0,0,0
LINC02508,0,0,0,7,0,0
LOC101930028,0,1,0,0,0,0
LOC285442,5,12,23,0,6,92
RNU7-192P,0,0,0,0,0,0
HSPA8P12,0,0,0,0,0,0
LOC105377607,0,0,0,0,0,0
LINC02434,0,0,0,0,0,0
TRIML1,0,0,0,0,44,0
RNU6-173P,0,0,0,0,0,0
LOC107986337,0,0,0,0,0,0
FAUP3,0,0,0,0,0,0
TRIML2,0,0,0,0,0,0
ZFP42,0,0,0,0,0,0
LOC389249,0,0,0,0,1,0
LOC124900881,0,0,0,0,0,0
LOC124900880,0,0,0,0,2,0
ADAM20P3,0,0,0,0,0,0
LOC107983963,0,0,0,0,0,0
LOC105377603,0,0,0,0,0,0
LOC124900879,0,0,0,0,0,0
LOC105377604,0,0,0,1,1,0
LINC02492,0,0,0,0,0,0
LOC107986336,0,0,0,0,0,0
LOC100652955,0,0,0,0,0,0
LINC02515,0,0,0,0,0,0
LINC02514,0,0,0,0,0,0
LOC339975,0,0,0,0,0,0
LOC107986335,0,0,0,0,0,0
LINC02374,0,0,0,0,0,0
LOC124900878,0,0,0,0,0,0
LOC124900876,0,0,0,0,0,0
MRPS36P2,0,0,0,0,0,0
LOC105377599,0,3,0,0,0,0
LOC102723906,0,0,0,0,0,0
LOC124900877,0,0,0,0,0,0
LOC124900875,3,19,3,0,0,0
LOC107986334,0,0,0,0,0,0
FAT1,605,534,411,1473,689,261
MTNR1A,0,0,0,0,0,0
LOC105377596,0,0,0,0,0,2
RNU6-1055P,0,36,0,0,0,0
LOC124900874,3,0,0,0,0,0
SLC25A5P6,3,0,3,10,5,3
F11-AS1,67,22,434,441,0,1
F11,1,0,0,0,1,0
LOC124900873,0,0,0,0,0,0
KLKB1,51,0,0,1,0,0
CYP4V2,0,1,140,303,0,0
FLJ38576,0,0,0,0,0,0
LTO1P1,0,0,0,0,0,0
RPSAP70,81,0,0,0,0,0
LOC124900171,0,3,0,0,0,0
FAM149A,336,213,869,61,129,20
TLR3,2,0,0,0,0,0
RNU4-64P,0,0,0,0,0,0
LOC124900829,0,0,0,0,0,0
LOC124900830,0,0,0,0,0,0
LOC124900828,0,0,0,0,0,0
LOC124900909,0,0,0,0,0,0
LOC101928929,0,0,0,0,0,0
SORBS2,31,117,244,135,0,0
PDLIM3,149,354,718,88,350,5
LOC105377590,0,0,0,0,0,0
CCDC110,4,1,0,0,0,0
C4orf47,2868,1082,6499,1060,20,1486
UFSP2,246,201,402,1,0,460
ANKRD37,1,2,9,0,5,0
LRP2BP,59,164,321,25,246,77
LOC124900827,0,0,0,0,0,0
SNX25,302,25,396,35,11,370
CFAP97,215,0,44,232,0,0
SLC25A4,0,0,0,0,0,0
LOC105377588,0,0,0,0,0,0
LINC02436,37,0,0,0,0,0
HELT,0,0,0,0,0,0
LINC02437,0,0,0,0,0,0
MIR4455,0,0,0,0,0,0
LINC01093,0,0,0,0,0,0
MIR3945,0,88,0,0,18,0
MIR3945HG,50,745,134,1,183,1
LOC105377587,0,0,0,0,0,0
SLED1,0,0,0,0,0,0
ACSL1,0,0,0,0,2,0
CENPU,5759,2016,12612,2820,1203,4247
PRIMPOL,1,1,49,0,0,170
CASP3,66,179,162,2,0,278
LINC02365,0,0,0,0,0,0
LOC100129245,9,1,2,0,13,3
LINC02427,0,0,0,0,0,0
IRF2,0,0,0,0,0,0
LINC02362,0,0,0,0,0,1
LINC02363,0,0,0,0,0,0
MYL12BP2,3,1,23,0,1,8
LOC124900825,0,0,0,0,0,0
RN7SL28P,0,0,0,0,0,0
LOC105377584,0,0,0,0,0,0
LOC105377582,0,0,0,0,0,0
RPL6P16,0,0,0,0,0,0
ENPP6,0,0,0,0,0,0
LOC124900826,0,0,0,0,0,0
LOC100421006,2,0,0,0,0,0
LOC107986330,0,0,0,0,0,0
STOX2,5,1,0,47,1,144
LOC124900824,0,0,0,0,0,0
LOC105377581,0,0,0,0,0,64
RNU6-1053P,0,0,0,0,0,0
RNU6-335P,0,0,0,0,0,0
TRAPPC11,113,0,207,283,0,0
RNU6-479P,0,0,0,0,0,0
RWDD4,744,722,722,397,440,337
LOC124900911,0,0,0,0,0,0
LOC105377580,0,0,0,0,0,0
LOC101929996,0,0,0,0,0,1
ING2,358,433,475,54,47,126
ING2-DT,38,41,48,0,0,17
VTI1BP2,1,0,0,0,0,0
LOC124900823,0,0,0,0,0,0
CDKN2AIP,503,379,884,281,119,0
LOC100127981,0,0,0,0,0,0
LOC100533630,0,0,0,0,0,0
LOC124900894,0,0,0,0,0,0
CLDN24,0,0,0,0,0,0
CLDN22,0,0,0,0,0,0
LOC124900896,0,0,0,0,0,0
WWC2-AS1,11,0,0,0,60,0
LOC124900923,0,0,0,0,0,0
WWC2,746,1344,1655,1948,528,1228
WWC2-AS2,0,0,0,0,0,0
LOC105377578,0,0,0,0,0,0
CIBAR1P2,0,0,0,0,0,0
LOC107986328,0,0,0,0,0,0
LOC100132090,0,0,0,0,0,0
LOC112268472,0,0,0,0,0,0
LOC107986327,0,0,0,0,0,0
LOC105377577,0,0,0,0,0,0
DCTD,0,0,0,0,0,0
LOC105377576,0,0,0,0,1,0
LOC105377571,0,0,0,0,0,0
RN7SKP67,0,0,0,0,0,0
RNU2-34P,0,0,0,0,0,0
LOC105377572,0,0,0,0,0,0
MIR1305,0,0,0,0,0,0
TENM3-AS1,0,0,0,0,0,0
CCNHP1,0,0,0,0,0,0
RN7SKP13,0,0,0,0,0,0
TEMN3-AS1,0,0,0,0,0,0
LOC132386,8,13,0,2,2,0
TENM3,0,2,0,0,1,0
LOC124900822,0,0,0,0,0,0
LOC107986205,1,0,0,0,0,0
LINC02500,0,0,0,0,0,0
LINC00290,0,0,0,0,0,0
LOC124900821,4,0,0,0,19,4
LOC105377568,0,0,0,0,0,0
LOC124900820,0,0,0,0,1,43
NDUFB5P1,0,0,0,0,0,0
LOC105377565,0,0,0,0,0,30
LOC105377567,0,0,0,0,0,1
LOC124900819,0,0,0,0,0,1
LOC124900623,0,3,0,0,0,0
LOC124900818,0,0,0,0,0,0
LOC105377563,0,0,0,0,0,0
LOC124900186,0,0,0,0,0,0
RNA5SP173,0,0,0,0,0,0
RPL19P8,1,0,0,0,0,1
LOC105377562,0,0,0,0,0,0
RNU1-45P,0,0,0,0,0,0
LOC105377561,0,0,0,137,0,0
LOC124900914,0,0,0,0,0,0
LINC01099,0,0,57,0,0,0
LOC105377560,0,0,0,0,0,0
LINC01098,93,21,107,73,51,63
LOC105377559,0,0,0,0,0,0
LOC124900889,0,0,0,0,0,0
RNA5SP172,0,0,0,0,0,0
AGA-DT,1849,2278,1301,3012,2071,1364
AGA,0,0,0,66,0,0
LOC105377558,0,0,0,0,0,0
NEIL3,130,94,306,0,195,95
LOC105377557,1,1,0,0,0,3
RN7SKP136,0,0,0,0,0,0
LINC02509,0,0,0,0,0,0
VEGFC,0,0,207,0,0,0
LOC105377555,0,0,0,0,0,0
LOC100421630,0,10,1,46,0,0
LOC124900817,0,0,0,0,0,0
SPCS3,6,167,2,1,0,55
ASB5,0,0,0,0,2,5
SPATA4,46,0,215,56,0,0
LOC124900182,0,0,0,0,0,0
WDR17,0,0,0,0,0,70
MARK2P4,0,0,0,0,0,0
LOC107984113,0,0,0,0,0,0
GPM6A-DT,0,0,0,0,0,0
GPM6A,0,0,0,0,0,0
ADAM20P2,0,0,0,0,0,0
TSEN2P1,0,0,1,0,0,0
LOC100129957,0,0,0,0,0,0
LOC124900872,0,0,0,36,0,0
LOC100131553,0,0,0,0,0,0
LOC105377552,0,0,0,0,0,0
LOC124900871,0,0,0,0,0,0
ADAM29,0,0,0,0,0,0
LOC101928551,0,2,0,0,0,0
GLRA3,0,1,4,0,11,0
LOC105377551,0,0,0,0,0,0
LOC105377549,2,0,0,0,0,0
LOC100419741,0,0,0,0,0,0
LOC124900870,0,0,0,0,0,0
LOC105377548,0,0,0,0,0,0
HPGD,0,0,0,0,0,0
MIR4276,0,0,0,0,0,0
LOC105377547,0,0,0,0,0,0
CEP44,403,330,938,1866,548,160
FBXO8,1,0,165,409,2,1
LINC02268,0,0,0,0,0,0
LOC107986204,0,0,0,0,0,0
LOC105377546,0,0,0,0,0,0
LOC105377544,0,0,0,0,0,0
LOC105377543,0,0,0,0,0,0
LINC02269,0,0,0,0,0,0
LOC107986203,0,0,0,0,0,0
RANP6,58,37,66,50,52,36
MORF4,191,103,281,138,66,81
LOC124900816,0,0,0,0,0,0
HAND2-AS1,0,0,0,0,0,0
HAND2,0,0,0,0,0,0
LOC124900815,0,0,0,0,0,0
LOC101928409,0,1,0,0,0,0
LOC112267917,0,0,0,0,0,0
RNU6-1096P,0,0,0,0,0,0
LOC124900814,0,0,0,0,0,0
RPL5P11,0,7,5,4,2,3
LOC112268474,0,0,0,0,0,2
SCRG1,0,0,0,0,0,0
SAP30,538,1367,477,285,671,247
SAP30-DT,41,14,81,357,0,0
LOC124900813,0,0,0,0,0,0
HMGB2,4097,1791,5813,3955,180,900
MIR548T,0,0,0,0,0,0
LOC124900812,0,3,0,0,2,1
GALNT7,157,166,99,15,8,3
RN7SL253P,0,0,0,0,0,0
GALNT7-DT,0,0,0,0,0,1
LOC107986201,0,0,0,0,0,0
GALNTL6-AS1,0,0,0,0,0,0
LOC100506133,0,0,0,0,0,0
LOC124900811,0,0,0,356,0,0
GALNTL6,98,189,19,2,530,0
LOC441052,0,0,0,0,0,0
LINC02174,0,0,0,0,0,0
LOC105377535,1,0,0,0,0,0
LINC02504,0,0,0,0,0,0
LOC105377534,0,0,0,0,0,0
MIR6082,0,0,0,0,0,0
LOC101929135,0,0,0,0,0,0
LINC02431,0,0,0,0,0,0
LOC124900869,0,0,0,0,0,0
RNU6ATAC13P,0,0,0,0,0,0
LINC02382,0,0,0,0,0,0
HSP90AA6P,123,37,178,0,31,5
LINC02512,0,0,0,0,0,0
LINC01612,0,30,0,996,0,135
APOBEC3AP1,0,0,0,0,0,0
LOC107986326,0,4,0,0,0,0
AADAT,0,0,0,0,0,0
LOC101928198,0,0,0,0,0,0
MFAP3L,380,703,615,1410,714,318
LINC02275,0,0,0,0,0,0
LOC105377530,0,0,0,0,1,0
LOC124900810,0,0,0,0,0,0
LOC402192,0,0,0,0,0,1
PTGES3P3,14,10,27,5,33,13
LOC107986240,0,0,0,0,0,0
HPF1,11243,1378,14272,4784,786,1678
CLCN3,72,1015,1348,1912,768,759
NEK1,3769,8674,9780,2038,4409,3556
LOC105377529,0,0,0,0,0,0
RPL6P12,0,0,0,0,0,0
SH3RF1,112,191,241,821,5,101
LOC105377527,209,96,98,539,70,21
RNY4P17,0,0,0,0,0,0
LOC107986200,0,0,0,0,0,0
CBR4,299,1061,600,852,409,94
RNU6-853P,0,0,0,0,0,0
LOC102723331,87,0,98,1,0,60
LOC124900809,0,0,0,0,0,0
RPL9P16,0,0,0,0,0,0
RNU6-1336P,0,0,0,0,0,0
LOC124900808,0,0,0,0,0,0
PALLD-AS1,0,0,0,0,0,0
BTF3L4P4,0,0,0,0,0,0
LOC124900807,0,0,0,0,0,0
PALLD,1330,488,786,642,432,12
LOC107986198,13,126,117,0,0,0
LOC124900181,0,0,0,0,0,0
DDX60L,0,15,0,0,0,0
LOC124900910,0,0,0,0,0,0
DDX60,0,0,0,0,0,0
LOC105377524,0,0,0,0,0,0
LOC124900170,1,0,0,0,0,0
ANXA10,0,0,0,0,0,0
LOC105377523,0,0,0,0,0,0
RN7SKP188,0,0,0,0,0,0
PHB1P14,0,0,0,0,0,0
RN7SL776P,0,0,0,0,0,0
RNA5SP171,0,0,0,0,0,0
SPOCK3,351,25,137,77,350,234
RNA5SP170,0,0,0,0,0,0
TLL1,40,275,155,244,556,883
LOC105377521,0,0,0,0,0,0
LOC101928131,0,0,0,0,0,0
LINC01179,0,0,0,0,0,0
LOC646995,1,0,0,0,0,2
LOC124900806,0,0,0,0,0,0
NOL8P1,16,0,10,1,2,4
SCGB1D5P,0,0,0,0,0,0
LOC105377520,0,0,0,0,0,0
HADHAP1,0,4,2,3,0,0
MIR578,0,0,0,0,0,0
CPE,0,0,0,0,0,0
LOC105377519,0,0,0,0,0,0
MSMO1,0,0,229,444,0,103
LOC124900915,0,0,0,0,5,0
GK3P,0,0,0,0,0,0
RNU4-87P,0,0,0,0,0,0
KLHL2,7,29,1,46,346,51
TMEM192,296,5,87,0,4,160
TRIM75,1,0,0,3,0,0
TRIM60,102,3,40,13,46,28
LOC100420385,28,0,0,0,8,0
LOC100420386,0,0,0,0,0,0
RPL21P51,3,0,5,0,4,76
LOC391713,0,0,0,0,0,0
FAM218A,0,0,0,0,293,0
TRIM61,443,251,324,473,313,223
LOC391711,0,0,0,0,0,0
NACA3P,9,17,2,7,17,7
LOC391710,0,0,0,0,0,0
FAM218BP,0,0,0,0,0,0
RPL26P16,0,0,0,0,0,0
TRIM60P14,8,7,5,19,40,2
APELA,0,0,0,0,0,0
RNU6-668P,0,0,0,0,0,0
SMIM31,0,0,0,0,0,0
CHORDC1P3,0,0,0,0,0,0
RNU6-284P,0,0,0,0,0,0
ANP32C,0,0,1,0,0,0
LOC100288073,0,1,1,4,1,0
YWHAQP4,1,0,0,4,0,0
RN7SKP105,0,0,0,0,0,0
LOC107986325,0,0,0,0,0,0
MARCHF1,22,525,341,584,9,763
TMA16,128,62,163,124,90,1
LOC124900805,3,0,14,3,0,0
TKTL2,0,0,0,0,0,0
RPL35AP12,0,0,0,0,0,0
NPY5R,0,0,0,0,0,0
NPY1R,0,0,0,0,0,0
LOC133332,0,0,0,0,0,0
LOC105377517,0,0,0,0,0,0
LOC101928081,0,50,33,2,0,0
NAF1,399,419,210,1,155,0
MIR4454,0,0,0,0,0,0
LOC105377516,1,0,0,0,0,0
TOMM22P4,0,0,0,0,0,0
LOC124900804,0,0,0,0,0,0
LOC124900803,0,0,0,0,0,0
MTHFD2P4,0,0,0,0,0,0
LOC101928052,0,0,0,0,0,30
FSTL5,299,46,542,1,241,180
LOC105377515,0,0,0,30,0,0
LOC105377514,0,0,0,0,0,0
LOC105377513,0,0,0,0,0,0
RPS14P7,0,0,0,0,0,0
LINC02477,0,0,0,0,0,0
LOC107986239,0,0,0,0,0,0
LINC02233,0,0,0,0,0,0
LOC105379457,0,0,0,0,0,0
LOC107986324,251,82,64,41,0,63
LOC124900926,0,0,0,0,0,0
LOC124900924,0,0,0,0,0,0
MIR3688-2,0,0,0,0,0,0
MIR3688-1,0,0,0,0,0,0
RAPGEF2,525,529,511,87,1,151
FABP5P12,1,0,0,0,0,0
PSME2P3,0,0,0,0,0,0
LOC124900178,0,0,0,0,0,0
C4orf45,4,0,131,77,0,70
RNU6-128P,0,0,0,0,0,0
FNIP2,860,473,2812,1054,982,228
PPID,287,133,219,451,485,236
LOC124900922,0,0,0,0,0,0
ETFDH,440,655,796,146,118,41
C4orf46,0,0,1,252,0,0
RXFP1,0,0,0,0,1,0
LOC124900802,0,31,0,0,0,0
LOC100131038,0,0,0,0,0,0
RNU4-79P,0,0,0,0,0,0
LOC105377510,0,0,0,0,0,0
AIDAP2,0,0,0,0,0,3
TMEM144,0,0,0,0,0,0
NUDT19P5,0,0,0,0,0,27
LOC101928007,0,0,0,0,0,9
GASK1B-AS1,0,0,0,0,0,0
GASK1B,0,0,0,0,27,0
LOC124900801,0,0,0,0,0,0
RPL6P11,0,0,0,0,0,0
LOC105377509,0,68,92,0,3,1
LINC02433,0,0,0,0,0,0
LOC107986238,0,0,0,0,0,0
GRIA2,0,0,0,0,0,0
LOC391707,0,0,0,0,0,0
RNU6-582P,0,0,0,0,0,0
GLRB,126,2,10,0,143,0
RPPH1-3P,0,0,0,0,0,0
PDGFC,0,0,0,0,0,0
LINC02272,0,0,0,0,0,0
LOC105377508,0,0,0,0,0,0
LOC102724785,0,0,0,0,0,0
FTH1P21,0,0,0,0,0,1
GUCY1B1,0,0,0,0,0,0
LOC105377506,0,0,0,0,0,0
GUCY1A1,69,0,66,0,1,0
LOC105377504,0,0,0,0,0,0
LOC105377505,13,0,0,6,29,0
MTND1P22,0,0,0,0,0,0
NMTRQ-TTG15-1,0,0,0,0,0,0
MTND2P33,0,0,0,0,0,0
MTCO1P9,0,0,0,0,0,0
MTCO2P9,0,0,0,0,0,0
MTATP6P9,0,0,0,0,0,0
MTCO3P9,0,0,0,0,0,0
MTND3P3,0,0,0,0,0,0
MTND4LP29,0,0,0,0,0,0
MTND4P8,0,0,0,0,0,1
MTND5P9,0,0,0,0,0,0
MTND6P17,0,0,0,0,0,0
MTCYBP17,0,0,0,0,0,0
LOC105377503,0,0,0,0,0,0
LOC100420289,0,0,0,0,0,0
YWHAEP4,1,0,0,0,0,0
MAP9-AS1,0,0,0,0,0,0
MAP9,1685,992,3078,81,1744,1119
LOC105377502,0,0,0,0,0,0
NPY2R-AS1,0,0,0,0,0,0
NPY2R,0,0,0,0,2,0
LOC105377501,0,0,0,0,0,0
RNU2-44P,0,0,0,0,0,0
RNU2-66P,0,0,0,0,0,0
RBM46,5192,2667,8453,2416,2199,2603
LOC105377500,0,0,1,0,2,0
LRAT,187,91,0,775,778,9
NDUFB2P1,0,0,0,0,0,0
LOC124900169,0,0,0,0,0,0
FGG,0,0,0,0,0,0
FGA,0,0,0,0,0,0
FGB,0,0,0,0,0,0
LOC100422640,0,0,0,0,1,0
RNU6-1285P,0,0,0,0,0,0
PLRG1,207,14,331,18,230,342
LOC100128050,0,0,0,0,0,0
LOC100419960,0,0,0,0,0,0
DCHS2,408,388,113,608,0,234
LOC101927947,174,269,273,231,479,272
SFRP2,0,0,0,0,0,0
LOC105377499,0,0,0,0,0,0
RNF175,22,0,0,0,0,0
TLR2,0,0,10,0,0,0
WDR45P1,0,0,0,0,0,2
LOC100419170,0,0,0,0,0,0
LOC105377498,0,0,0,0,0,0
TMEM131L,2439,1786,3232,1966,2431,593
RN7SL419P,0,0,0,0,0,0
MND1,150,153,309,46,17,373
ANXA2P1,0,0,0,0,0,0
RNU6-1196P,0,0,0,0,0,0
LOC105377496,0,0,0,0,0,0
TRIM2,7,0,0,0,0,0
LOC729870,0,0,0,0,0,213
FAM192BP,9,13,24,13,15,11
FHDC1,2,0,91,0,0,0
NSA2P6,2,2,4,0,0,0
ARFIP1,913,373,2792,2421,1678,298
TIGD4,0,0,0,0,0,0
LOC105377495,0,0,0,0,0,0
TMEM154,1104,421,672,683,677,462
RPS14P6,0,0,0,0,1,0
RPS3AP18,0,0,0,0,0,0
MIR4453,0,0,0,0,0,0
MIR4453HG,4,0,0,0,0,0
MIR3140,0,0,0,0,0,0
FBXW7-AS1,0,0,0,0,0,0
FBXW7,388,778,534,638,472,708
LOC105377492,0,0,0,0,0,0
RN7SL446P,0,0,0,0,0,0
LOC105377490,0,0,0,0,0,0
LOC105377489,18,0,0,0,0,83
LOC124900800,0,0,0,0,0,0
LINC02273,0,0,0,0,0,0
RNA5SP169,0,0,0,0,0,0
LOC100505685,0,0,0,0,0,0
LOC102724700,0,0,0,0,0,0
LOC105377488,0,0,0,20,0,0
LOC107986197,0,0,0,0,0,0
GATB,0,235,267,0,0,1
RN7SKP35,0,0,0,0,0,0
FHIP1A,127,207,515,135,1,63
FHIP1A-DT,5,127,248,367,0,4
RNU6-1282P,0,0,0,0,0,0
PRSS48,0,0,0,0,0,0
LOC124900799,1,0,0,0,2,5
LOC105377485,0,0,0,0,0,0
LOC107986196,0,0,61,0,0,0
SH3D19,0,0,3,8,0,0
SNORD73A,0,0,0,0,0,0
SNORD73B,0,0,0,0,0,0
RPS3A,658,500,299,2250,434,40
AK4P6,1,0,0,0,0,0
RNA5SP168,0,0,0,0,0,0
ZBTB8OSP1,0,0,0,0,0,0
MAB21L2,22,114,0,0,25,0
LOC729558,0,0,0,0,0,0
LOC100419161,0,0,0,0,0,0
LRBA,3,254,65,0,2,2
RNU7-194P,0,0,0,0,0,0
DCLK2,1096,1650,3535,912,588,582
RNU6-1230P,0,0,0,0,0,0
RNA5SP167,0,0,0,0,0,0
AKIRIN2P1,0,0,0,1,1,1
LOC105377479,0,0,0,0,0,0
IQCM,173,430,86,302,624,10
LOC107986320,0,0,0,0,0,0
LINC02355,1,0,0,0,0,90
LINC02430,0,0,0,0,0,13
RNU7-197P,0,0,0,0,0,0
LOC105377480,0,0,0,0,0,0
LOC105377481,4,0,48,0,0,0
ATP5MGP4,0,0,0,0,0,1
LOC124900797,0,0,48,0,0,0
LOC105377483,0,0,0,0,0,0
RNA5SP166,0,0,0,0,0,0
LOC107986195,1,263,66,56,1,1
ASS1P8,0,0,35,80,0,0
LOC124900798,0,0,0,0,0,0
LOC102724672,0,0,0,0,0,0
NR3C2,533,628,1261,1087,680,390
RFPL4AP4,0,0,0,0,0,0
RN7SL254P,0,0,0,0,0,0
MIR4799,0,0,0,0,0,0
RNA5SP165,0,0,0,0,0,0
ARHGAP10,2630,2392,4478,4150,885,1269
PRMT9,63,0,499,359,4,28
TMEM184C,300,487,285,928,222,3
LINC02507,0,0,0,0,0,0
LOC124900796,0,0,0,0,0,0
TMEM184C-DT,0,53,0,1,0,0
LOC124900795,0,0,0,0,0,0
GTF2F2P1,0,1,3,0,1,0
EDNRA,65,0,0,0,0,0
PRMT5P1,0,0,2,0,12,0
RPL31P26,1,2,0,1,2,0
MIR548G,0,0,0,0,0,0
LOC105377476,0,0,0,0,0,0
LOC100996262,0,0,0,0,0,0
LOC105377475,0,0,28,0,0,1
LOC105377473,0,0,0,0,0,0
LOC105377474,0,0,0,0,0,0
TTC29,363,15,103,452,146,49
POU4F2,0,0,0,0,0,0
RNU1-44P,0,0,0,0,0,0
MIR7849,0,0,0,0,0,0
LOC105377472,103,0,1,165,0,0
SLC10A7,171,37,20,628,82,12
REELD1,0,0,0,0,0,0
LSM6,260,58,146,63,296,300
LINC01095,1,0,0,0,0,0
LOC105377469,0,0,0,0,0,0
LOC105377468,0,0,0,0,0,0
ZNF827,4,234,540,1,1,654
C4orf51,2,56,0,0,194,0
NCOA4P3,9,0,13,7,0,4
MMAA,1853,1387,1677,644,942,291
LINC02491,0,0,0,0,0,0
LOC285422,0,0,0,0,0,0
SMAD1-AS1,0,0,0,0,0,0
SMAD1-AS2,0,0,0,0,0,0
SMAD1,2243,1885,1240,801,1569,40
NMNAT1P4,0,0,0,0,0,0
RTN3P1,0,10,14,10,6,5
LINC02266,0,0,0,0,0,0
RPS23P4,0,69,22,0,0,0
LOC105377465,248,693,285,456,423,59
LOC124900794,0,0,0,0,0,2
OTUD4,1421,2849,3145,663,279,812
ABCE1,701,780,1973,1662,2723,464
RN7SKP235,0,0,0,0,0,0
ANAPC10,716,568,611,285,1903,1759
LOC124900793,0,0,0,0,0,0
LOC124900792,0,0,0,0,0,0
HSPD1P5,2,0,1,0,0,2
LOC124900791,1,68,0,2,430,0
HHIP,0,1,0,0,0,0
HHIP-AS1,0,0,0,0,0,0
KRT18P51,0,0,0,0,0,0
LOC105377462,0,0,0,0,0,0
GYPA,0,0,0,0,0,0
LOC105377460,0,0,0,0,0,0
GYPB,0,0,0,0,0,0
LOC124900790,0,0,0,0,0,0
LOC101927636,1,0,0,0,0,0
LOC100420464,0,1,4,2,0,0
GYPE,0,1,37,38,0,0
LOC105377459,1,0,0,0,0,0
LOC105377458,0,0,0,0,0,0
LOC100419356,0,0,0,0,0,0
FREM3,0,0,1,0,0,0
GUSBP5,0,0,0,0,0,0
SMARCA5,1536,2625,3546,168,2010,1373
SMARCA5-AS1,39,30,81,14,0,0
RPSAP36,0,0,0,0,1,0
RPS2P20,25,20,25,7,37,23
MIR3139,0,0,0,0,0,0
GAB1,1448,2517,3986,3304,3193,1886
LOC124900789,0,0,0,1,0,0
USP38,2,0,39,0,0,3
LOC105377623,0,0,0,0,1,1
LOC100287014,0,0,0,0,0,0
LOC124900788,0,0,0,0,0,0
LOC105377457,0,0,0,0,0,0
LOC101927613,0,0,0,0,0,0
LSM3P4,0,0,0,0,0,0
RPL5P13,0,0,0,0,0,0
INPP4B,1746,1118,4134,1061,2434,510
IL15,0,0,0,0,2,0
LINC02276,0,0,0,0,0,0
LINC02432,0,0,7,0,150,0
LOC124900902,0,0,0,0,0,0
ZNF330,404,3,1659,1424,517,4
RNF150,410,197,382,460,473,537
LOC124900786,0,8,0,0,0,0
LOC124900787,0,0,0,0,0,0
RNY1P14,0,0,0,0,0,0
TNRC18P1,0,0,0,0,0,0
TBC1D9,2,0,113,0,0,0
RN7SL152P,0,0,0,0,0,0
UCP1,0,0,0,0,0,0
ELMOD2,56,87,2,0,0,0
MGAT4D,0,0,0,0,0,0
CLGN,1,0,0,0,3,0
RPL14P3,2,2,6,2,1,0
NDUFB4P9,0,0,0,0,0,0
LOC124900785,0,0,0,0,0,0
SCOC-AS1,0,0,0,0,0,0
SCOC,968,1509,1685,1022,2122,2126
LOC124900784,0,0,0,0,0,0
LOC101927516,0,0,0,0,0,0
LOC124900783,0,0,0,0,0,0
LOC105377452,0,0,0,0,0,0
RN7SKP253,0,0,0,0,0,0
LOC124900782,0,0,0,0,0,0
